declaration_id,donation_id_transparency,donation_amount,donation_range,donation_type,donation_year,donation_date,donation_origin,recipient_id_transparency,person_id_recipient,recipient_type,recipient_person_entry,recipient_last_name,recipient_name,recipient_party,donor_id_transparency,company_id_transparency,person_id_transparency,donor_type,donor_person_entry,donor_last_name_01,donor_name_01,donor_gender_01,donor_last_name_02,donor_name_02,donor_gender_02,source_name,additional_notes
,DO201900552,"1.000,00 €","500,00-5.000,00",contribution,2019,20/02/2019,,RE00004,,Partito o movimento politico,,Alternativa Popolare,,Alternativa Popolare,DO01286,,PE00903,Parlamentare o membro del Governo,toccafondigabriele,Toccafondi,Gabriele,M,,,,party_website,
,DO201903361,"1.000,00 €","500,00-5.000,00",contribution,2019,13/06/2019,,RE00004,,Partito o movimento politico,,Alternativa Popolare,,Alternativa Popolare,DO01286,,PE00903,Parlamentare o membro del Governo,toccafondigabriele,Toccafondi,Gabriele,M,,,,party_website,
33253,DO201800540,"10.000,00 €","5.000,01-10.000,00",contribution,2018,,,RE00028,PE00026,Parlamentare o membro del Governo,apreavalentina,Aprea,Valentina,Forza Italia,DO00975,,,Persona,oppigianluca,Oppi,Gianluca,M,,,,joint_declaration,
33252,DO201800002,"10.000,00 €","5.000,01-10.000,00",contribution,2018,,,RE00028,PE00026,Parlamentare o membro del Governo,apreavalentina,Aprea,Valentina,Forza Italia,DO01242,,,Persona,spornnatasia,Sporn,Natasia,F,Melodia,Piero Maria,M,joint_declaration,
34505,DO201800468,"10.000,00 €","5.000,01-10.000,00",contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00328,,PE00078,Parlamentare o membro del Governo,bersanipierluigi,Bersani,Pier Luigi,M,,,,joint_declaration,
35507,DO201800989,"22.500,00 €","10.000,01-50.000,00",contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00328,,PE00078,Parlamentare o membro del Governo,bersanipierluigi,Bersani,Pier Luigi,M,,,,joint_declaration,
,DO201900101,"2.000,00 €","500,00-5.000,00",contribution,2019,28/01/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00328,,PE00078,Parlamentare o membro del Governo,bersanipierluigi,Bersani,Pier Luigi,M,,,,party_website,
,DO201900700,"2.000,00 €","500,00-5.000,00",contribution,2019,27/02/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00328,,PE00078,Parlamentare o membro del Governo,bersanipierluigi,Bersani,Pier Luigi,M,,,,party_website,
,DO201901364,"2.000,00 €","500,00-5.000,00",contribution,2019,27/03/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00328,,PE00078,Parlamentare o membro del Governo,bersanipierluigi,Bersani,Pier Luigi,M,,,,party_website,
,DO201902076,"2.000,00 €","500,00-5.000,00",contribution,2019,26/04/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00328,,PE00078,Parlamentare o membro del Governo,bersanipierluigi,Bersani,Pier Luigi,M,,,,party_website,
,DO201902839,"2.000,00 €","500,00-5.000,00",contribution,2019,27/05/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00328,,PE00078,Parlamentare o membro del Governo,bersanipierluigi,Bersani,Pier Luigi,M,,,,party_website,
,DO201903560,"2.000,00 €","500,00-5.000,00",contribution,2019,27/06/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00328,,PE00078,Parlamentare o membro del Governo,bersanipierluigi,Bersani,Pier Luigi,M,,,,party_website,
,DO201904166,"2.000,00 €","500,00-5.000,00",contribution,2019,26/07/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00328,,PE00078,Parlamentare o membro del Governo,bersanipierluigi,Bersani,Pier Luigi,M,,,,party_website,
,DO201904725,"2.000,00 €","500,00-5.000,00",contribution,2019,27/08/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00328,,PE00078,Parlamentare o membro del Governo,bersanipierluigi,Bersani,Pier Luigi,M,,,,party_website,
35508,DO201800396,"9.500,00 €","5.000,01-10.000,00",contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00379,,,Persona,bubbicofilippo,Bubbico,Filippo,M,,,,joint_declaration,
35509,DO201800201,"6.000,00 €","5.000,01-10.000,00",contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00496,,PE00235,Parlamentare o membro del Governo,contefederico,Conte,Federico,M,,,,joint_declaration,
34504,DO201800467,"10.000,00 €","5.000,01-10.000,00",contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00496,,PE00235,Parlamentare o membro del Governo,contefederico,Conte,Federico,M,,,,joint_declaration,
,DO201900025,"4.000,00 €","500,00-5.000,00",contribution,2019,02/01/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00496,,PE00235,Parlamentare o membro del Governo,contefederico,Conte,Federico,M,,,,party_website,
,DO201901584,"2.000,00 €","500,00-5.000,00",contribution,2019,29/03/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00496,,PE00235,Parlamentare o membro del Governo,contefederico,Conte,Federico,M,,,,party_website,
,DO201902514,"2.000,00 €","500,00-5.000,00",contribution,2019,06/05/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00496,,PE00235,Parlamentare o membro del Governo,contefederico,Conte,Federico,M,,,,party_website,
,DO201902948,"2.000,00 €","500,00-5.000,00",contribution,2019,28/05/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00496,,PE00235,Parlamentare o membro del Governo,contefederico,Conte,Federico,M,,,,party_website,
,DO201903874,"2.000,00 €","500,00-5.000,00",contribution,2019,02/07/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00496,,PE00235,Parlamentare o membro del Governo,contefederico,Conte,Federico,M,,,,party_website,
34497,DO201904965,"4.000,00 €","500,00-5.000,00",contribution,2019,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00496,,PE00235,Parlamentare o membro del Governo,contefederico,Conte,Federico,M,,,,joint_declaration,
35510,DO201800027,"1.500,00 €","500,00-5.000,00",contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00533,,,Persona,dattorrealfredo,D'Attorre,Alfredo,M,,,,joint_declaration,
34503,DO201800169,"5.100,00 €","5.000,01-10.000,00",contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00533,,,Persona,dattorrealfredo,D'Attorre,Alfredo,M,,,,joint_declaration,
34502,DO201800466,"10.000,00 €","5.000,01-10.000,00",contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00596,,PE00342,Parlamentare o membro del Governo,epifaniettoreguglielmo,Epifani,Ettore Guglielmo,M,,,,joint_declaration,
35511,DO201800979,"21.500,00 €","10.000,01-50.000,00",contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00596,,PE00342,Parlamentare o membro del Governo,epifaniettoreguglielmo,Epifani,Ettore Guglielmo,M,,,,joint_declaration,
,DO201900045,"2.000,00 €","500,00-5.000,00",contribution,2019,09/01/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00596,,PE00342,Parlamentare o membro del Governo,epifaniettoreguglielmo,Epifani,Ettore Guglielmo,M,,,,party_website,
,DO201900358,"2.000,00 €","500,00-5.000,00",contribution,2019,07/02/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00596,,PE00342,Parlamentare o membro del Governo,epifaniettoreguglielmo,Epifani,Ettore Guglielmo,M,,,,party_website,
,DO201901193,"2.000,00 €","500,00-5.000,00",contribution,2019,12/03/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00596,,PE00342,Parlamentare o membro del Governo,epifaniettoreguglielmo,Epifani,Ettore Guglielmo,M,,,,party_website,
,DO201901894,"2.000,00 €","500,00-5.000,00",contribution,2019,10/04/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00596,,PE00342,Parlamentare o membro del Governo,epifaniettoreguglielmo,Epifani,Ettore Guglielmo,M,,,,party_website,
,DO201902634,"2.000,00 €","500,00-5.000,00",contribution,2019,09/05/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00596,,PE00342,Parlamentare o membro del Governo,epifaniettoreguglielmo,Epifani,Ettore Guglielmo,M,,,,party_website,
,DO201903334,"2.000,00 €","500,00-5.000,00",contribution,2019,10/06/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00596,,PE00342,Parlamentare o membro del Governo,epifaniettoreguglielmo,Epifani,Ettore Guglielmo,M,,,,party_website,
,DO201904039,"2.000,00 €","500,00-5.000,00",contribution,2019,15/07/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00596,,PE00342,Parlamentare o membro del Governo,epifaniettoreguglielmo,Epifani,Ettore Guglielmo,M,,,,party_website,
,DO201904588,"2.000,00 €","500,00-5.000,00",contribution,2019,05/08/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00596,,PE00342,Parlamentare o membro del Governo,epifaniettoreguglielmo,Epifani,Ettore Guglielmo,M,,,,party_website,
33924,DO201800407,"9.972,03 €","5.000,01-10.000,00",contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00601,,PE00344,Parlamentare o membro del Governo,erranivasco,Errani,Vasco,M,,,,joint_declaration,
35512,DO201800825,"20.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00601,,PE00344,Parlamentare o membro del Governo,erranivasco,Errani,Vasco,M,,,,joint_declaration,
,DO201900102,"2.000,00 €","500,00-5.000,00",contribution,2019,28/01/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00601,,PE00344,Parlamentare o membro del Governo,erranivasco,Errani,Vasco,M,,,,party_website,
,DO201900702,"2.000,00 €","500,00-5.000,00",contribution,2019,27/02/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00601,,PE00344,Parlamentare o membro del Governo,erranivasco,Errani,Vasco,M,,,,party_website,
,DO201901366,"2.000,00 €","500,00-5.000,00",contribution,2019,27/03/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00601,,PE00344,Parlamentare o membro del Governo,erranivasco,Errani,Vasco,M,,,,party_website,
,DO201902165,"2.000,00 €","500,00-5.000,00",contribution,2019,29/04/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00601,,PE00344,Parlamentare o membro del Governo,erranivasco,Errani,Vasco,M,,,,party_website,
,DO201902841,"2.000,00 €","500,00-5.000,00",contribution,2019,27/05/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00601,,PE00344,Parlamentare o membro del Governo,erranivasco,Errani,Vasco,M,,,,party_website,
,DO201903563,"2.000,00 €","500,00-5.000,00",contribution,2019,27/06/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00601,,PE00344,Parlamentare o membro del Governo,erranivasco,Errani,Vasco,M,,,,party_website,
,DO201904309,"2.000,00 €","500,00-5.000,00",contribution,2019,29/07/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00601,,PE00344,Parlamentare o membro del Governo,erranivasco,Errani,Vasco,M,,,,party_website,
,DO201904727,"2.000,00 €","500,00-5.000,00",contribution,2019,27/08/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00601,,PE00344,Parlamentare o membro del Governo,erranivasco,Errani,Vasco,M,,,,party_website,
35513,DO201801283,"32.500,00 €","10.000,01-50.000,00",contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00650,,PE00388,Parlamentare o membro del Governo,fornarofederico,Fornaro,Federico,M,,,,joint_declaration,
,DO201900058,"2.000,00 €","500,00-5.000,00",contribution,2019,15/01/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00650,,PE00388,Parlamentare o membro del Governo,fornarofederico,Fornaro,Federico,M,,,,party_website,
,DO201900514,"2.000,00 €","500,00-5.000,00",contribution,2019,18/02/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00650,,PE00388,Parlamentare o membro del Governo,fornarofederico,Fornaro,Federico,M,,,,party_website,
,DO201901245,"2.000,00 €","500,00-5.000,00",contribution,2019,19/03/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00650,,PE00388,Parlamentare o membro del Governo,fornarofederico,Fornaro,Federico,M,,,,party_website,
,DO201901947,"2.000,00 €","500,00-5.000,00",contribution,2019,15/04/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00650,,PE00388,Parlamentare o membro del Governo,fornarofederico,Fornaro,Federico,M,,,,party_website,
,DO201902704,"2.000,00 €","500,00-5.000,00",contribution,2019,16/05/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00650,,PE00388,Parlamentare o membro del Governo,fornarofederico,Fornaro,Federico,M,,,,party_website,
,DO201903387,"2.000,00 €","500,00-5.000,00",contribution,2019,17/06/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00650,,PE00388,Parlamentare o membro del Governo,fornarofederico,Fornaro,Federico,M,,,,party_website,
,DO201904058,"2.000,00 €","500,00-5.000,00",contribution,2019,17/07/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00650,,PE00388,Parlamentare o membro del Governo,fornarofederico,Fornaro,Federico,M,,,,party_website,
,DO201904650,"2.000,00 €","500,00-5.000,00",contribution,2019,16/08/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00650,,PE00388,Parlamentare o membro del Governo,fornarofederico,Fornaro,Federico,M,,,,party_website,
35514,DO201800249,"6.500,00 €","5.000,01-10.000,00",contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00738,,,Persona,gotorfacellomiguelangel,Gotor Facello,Miguel Angel,M,,,,joint_declaration,
35515,DO201800083,"4.500,00 €","500,00-5.000,00",contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00753,,PE00471,Parlamentare o membro del Governo,guerramariacecilia,Guerra,Maria Cecilia,F,,,,joint_declaration,
34501,DO201800465,"10.000,00 €","5.000,01-10.000,00",contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00753,,PE00471,Parlamentare o membro del Governo,guerramariacecilia,Guerra,Maria Cecilia,F,,,,joint_declaration,
35516,DO201800622,"12.500,00 €","10.000,01-50.000,00",contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00783,,PE00493,Parlamentare o membro del Governo,laforgiafrancesco,Laforgia,Francesco,M,,,,joint_declaration,
34500,DO201800199,"6.000,00 €","5.000,01-10.000,00",contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00876,,,Persona,martinopierdomenico,Martino,Pierdomenico,M,,,,joint_declaration,
34542,DO201800592,"12.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00888,,,Persona,mattarelliantonio,Mattarelli,Antonio,M,,,,joint_declaration,
34541,DO201800470,"10.000,00 €","5.000,01-10.000,00",contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00916,,,Persona,mognatodavide,Mognato,Davide,M,,,,joint_declaration,
35517,DO201800735,"16.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00970,,PE00655,Parlamentare o membro del Governo,occhionerogiuseppina,Occhionero,Giuseppina,F,,,,joint_declaration,
,DO201900068,"2.000,00 €","500,00-5.000,00",contribution,2019,18/01/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00970,,PE00655,Parlamentare o membro del Governo,occhionerogiuseppina,Occhionero,Giuseppina,F,,,,party_website,
,DO201900468,"2.000,00 €","500,00-5.000,00",contribution,2019,14/02/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00970,,PE00655,Parlamentare o membro del Governo,occhionerogiuseppina,Occhionero,Giuseppina,F,,,,party_website,
,DO201901214,"2.000,00 €","500,00-5.000,00",contribution,2019,14/03/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00970,,PE00655,Parlamentare o membro del Governo,occhionerogiuseppina,Occhionero,Giuseppina,F,,,,party_website,
,DO201901988,"2.000,00 €","500,00-5.000,00",contribution,2019,18/04/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00970,,PE00655,Parlamentare o membro del Governo,occhionerogiuseppina,Occhionero,Giuseppina,F,,,,party_website,
,DO201902666,"2.000,00 €","500,00-5.000,00",contribution,2019,10/05/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00970,,PE00655,Parlamentare o membro del Governo,occhionerogiuseppina,Occhionero,Giuseppina,F,,,,party_website,
,DO201903403,"2.000,00 €","500,00-5.000,00",contribution,2019,19/06/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00970,,PE00655,Parlamentare o membro del Governo,occhionerogiuseppina,Occhionero,Giuseppina,F,,,,party_website,
,DO201904651,"2.000,00 €","500,00-5.000,00",contribution,2019,16/08/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO00970,,PE00655,Parlamentare o membro del Governo,occhionerogiuseppina,Occhionero,Giuseppina,F,,,,party_website,
35518,DO201800202,"6.000,00 €","5.000,01-10.000,00",contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO01156,,PE00802,Parlamentare o membro del Governo,rostanmichela,Rostan,Michela,F,,,,joint_declaration,
34499,DO201800687,"15.000,00 €","10.000,01-50.000,00",contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO01156,,PE00802,Parlamentare o membro del Governo,rostanmichela,Rostan,Michela,F,,,,joint_declaration,
34539,DO201800200,"6.000,00 €","5.000,01-10.000,00",contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO01239,,PE00875,Parlamentare o membro del Governo,speranzaroberto,Speranza,Roberto,M,,,,joint_declaration,
34540,DO201800469,"10.000,00 €","5.000,01-10.000,00",contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO01239,,PE00875,Parlamentare o membro del Governo,speranzaroberto,Speranza,Roberto,M,,,,joint_declaration,
35519,DO201800726,"15.500,00 €","10.000,01-50.000,00",contribution,2018,,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO01239,,PE00875,Parlamentare o membro del Governo,speranzaroberto,Speranza,Roberto,M,,,,joint_declaration,
,DO201900083,"2.000,00 €","500,00-5.000,00",contribution,2019,25/01/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO01239,,PE00875,Parlamentare o membro del Governo,speranzaroberto,Speranza,Roberto,M,,,,party_website,
,DO201900701,"2.000,00 €","500,00-5.000,00",contribution,2019,27/02/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO01239,,PE00875,Parlamentare o membro del Governo,speranzaroberto,Speranza,Roberto,M,,,,party_website,
,DO201901365,"2.000,00 €","500,00-5.000,00",contribution,2019,27/03/2019,,RE00005,,Partito o movimento politico,,Articolo 1,,Articolo 1,DO01239,,PE00875,Parlamentare o membro del Governo,speranzaroberto,Speranza,Roberto,M,,,,party_website,
